filename,led_role,gauss_x,gauss_y,sigma_x,sigma_y,FWHM_px,centroid_x,centroid_y,peak of gauss,blob area,centroid_to_gauss_dist
range0_exp20_1.dng,central,636.084111415784,425.435826583522,29.8100836960526,30.7957720679658,71.3672994070767,635.838795440785,428.579767827529,20.3006439634792,7256,3.15349749854934
range0_exp20_10.dng,central,636.097295037682,425.530721310595,29.9157091567617,30.9096884004259,71.6259146046887,635.754530753652,428.59577775103,20.3828153279962,7302,3.08416250179099
range0_exp20_11.dng,central,636.076710057788,425.54173949101,29.9227618673453,30.8187513729582,71.525366972941,635.746086371517,428.744290630579,20.4298422869244,7359,3.21957230443468
range0_exp20_12.dng,central,636.095005376708,425.561978942901,30.0394965164164,30.9854479492427,71.8599329121925,635.904137764579,428.571631704322,20.4168924469937,7276,3.01569895541558
range0_exp20_13.dng,central,636.099020787315,425.553627942917,30.0376313611603,30.9798758607947,71.8511097655199,635.965760396227,428.599318985509,20.3503989860707,7280,3.04860496928604
range0_exp20_14.dng,central,636.068480682144,425.559296245995,29.9557275521201,30.9565813502563,71.7283636594175,635.76876639458,428.569937118114,20.3608013367988,7297,3.02552261849851
range0_exp20_15.dng,central,636.071610032609,425.580679389991,30.0215821254406,30.9846933706048,71.8382706297797,635.883727626337,428.548307218729,20.4091394296726,7296,2.97356935827795
range0_exp20_16.dng,central,636.042427479217,425.475132269229,29.8238595496999,30.8267314830705,71.4202957739427,635.808287432308,428.701422631224,20.4023812826567,7397,3.23477527217384
range0_exp20_17.dng,central,636.113621050479,425.51908044876,30.0331564463892,30.9956173403125,71.8647449353489,635.730445398008,428.578682091343,20.4060282247278,7286,3.08350219587131
range0_exp20_18.dng,central,636.087544473173,425.522167233778,29.9786119317075,30.9074317035739,71.6960990441885,635.843286125516,428.588474021718,20.4315016022978,7278,3.07602006790704
range0_exp20_19.dng,central,636.069857554657,425.494383139336,29.8405928499124,30.7779886706933,71.3813790324124,635.902031994893,428.553175678858,20.4211214518531,7295,3.0633930891001
range0_exp20_2.dng,central,636.066622265988,425.523985581157,29.9940387748246,30.9812058035016,71.8021920134492,635.779402125752,428.610380212785,20.369844214918,7283,3.09973018682218
range0_exp20_20.dng,central,636.065393617601,425.558037742602,30.1035544170742,31.0780399229533,72.0448789541411,635.848188824764,428.557877552729,20.4988338777865,7292,3.00769293786
range0_exp20_21.dng,central,636.075614518602,425.389022231367,29.9060982072701,30.8958665801269,71.5982474733626,635.845247887339,428.482965112928,20.4136823024497,7280,3.10250726657758
range0_exp20_22.dng,central,636.069110235176,425.509080433939,29.9366938918888,30.9412222724962,71.6879460682763,635.910189765078,428.557076546633,20.40098649083,7269,3.05213630410152
range0_exp20_23.dng,central,636.072048367461,425.49669708658,29.8946986970269,30.8376404444629,71.5154033374122,635.787002928119,428.533893769088,20.4556340780688,7270,3.05054332713478
range0_exp20_24.dng,central,636.088709158485,425.512416829917,29.9753445767429,30.8520390353934,71.6261295134951,635.837649925431,428.488279034596,20.426511688513,7266,2.98643375947533
range0_exp20_25.dng,central,636.124475973043,425.579554949965,30.0948449832551,30.9989191441318,71.9402055988394,635.754086376343,428.767240003501,20.5028435078743,7401,3.20913141735911
range0_exp20_26.dng,central,636.141021810414,425.493370217005,29.9515488925994,30.9301384553484,71.6918883502789,635.844677402489,428.530126529332,20.4375124132575,7300,3.0511815594234
range0_exp20_27.dng,central,636.098298424576,425.561408111431,30.0495742646319,30.9520185938674,71.8316658310994,635.892480840401,428.497703993374,20.5179841360879,7273,2.94350036253981
range0_exp20_28.dng,central,636.10164785159,425.545862957281,29.9799306816118,30.9630819150973,71.7641703495996,635.861717704479,428.528316145792,20.4088454333435,7266,2.99208848417824
range0_exp20_29.dng,central,636.11770283541,425.529902829141,29.935039347533,30.9643437392648,71.7137050172168,635.75911132516,428.608796708301,20.4964002160192,7284,3.09970569415193
range0_exp20_3.dng,central,636.07084072836,425.488524008015,29.9643748262276,30.945770043358,71.7254433006659,635.855255072296,428.47925650089,20.4627731490256,7258,2.99849262447695
